paymentId,creditId,amount,paymentAt,paymentAcceptedAt,period,periodsTotal
P001353,A004689,193,2024-08-05T18:00:00.000Z,2024-08-05T18:37:00.000Z,10,51
P001354,A007671,47,2024-08-05T18:00:00.000Z,2024-08-05T21:59:00.000Z,7,50
P001355,A011007,46,2024-08-05T18:00:00.000Z,2024-08-05T19:49:00.000Z,3,38
P001356,A004557,92,2024-08-05T18:00:00.000Z,2024-08-05T18:33:00.000Z,10,23
P001357,A012872,1185,2024-08-05T18:00:00.000Z,2024-08-05T18:56:00.000Z,1,43
P001358,A010492,185,2024-08-06T18:00:00.000Z,2024-08-06T19:45:00.000Z,3,14
P001359,A000275,921,2024-08-06T18:00:00.000Z,2024-08-06T19:33:00.000Z,15,39
P001360,A009030,2725,2024-08-06T18:00:00.000Z,2024-08-06T19:53:00.000Z,5,8
P001361,A009756,1716,2024-08-06T18:00:00.000Z,2024-08-06T19:07:00.000Z,4,45
P001362,A004585,286,2024-08-06T18:00:00.000Z,2024-08-06T19:15:00.000Z,10,20
P001363,A005065,543,2024-08-06T18:00:00.000Z,2024-08-06T20:39:00.000Z,9,10
P001364,A001904,12946,2024-08-06T18:00:00.000Z,2024-08-06T18:24:00.000Z,13,17
P001365,A005821,136,2024-08-06T18:00:00.000Z,2024-08-06T19:10:00.000Z,9,52
P001366,A009038,384,2024-08-06T18:00:00.000Z,2024-08-06T21:49:00.000Z,5,51
P001367,A010676,184,2024-08-06T18:00:00.000Z,2024-08-06T20:02:00.000Z,3,27
P001368,A005822,740,2024-08-06T18:00:00.000Z,2024-08-06T20:05:00.000Z,8,39
P001369,A012026,3518,2024-08-06T18:00:00.000Z,2024-08-06T21:20:00.000Z,2,5
P001370,A012820,156,2024-08-06T18:00:00.000Z,2024-08-06T19:38:00.000Z,1,44
P001371,A004099,1095,2024-08-06T18:00:00.000Z,2024-08-06T18:16:00.000Z,10,39
P001372,A002324,52,2024-08-06T18:00:00.000Z,2024-08-06T21:22:00.000Z,12,48
P001373,A004329,195,2024-08-06T18:00:00.000Z,2024-08-06T20:01:00.000Z,10,47
P001374,A009539,5013,2024-08-06T18:00:00.000Z,2024-08-06T21:08:00.000Z,5,8
P001375,A008990,173,2024-08-06T18:00:00.000Z,2024-08-06T18:52:00.000Z,5,39
P001376,A007324,361,2024-08-06T18:00:00.000Z,2024-08-06T18:56:00.000Z,7,16
P001377,A012667,310,2024-08-06T18:00:00.000Z,2024-08-06T20:58:00.000Z,1,40
P001378,A012552,782,2024-08-06T18:00:00.000Z,2024-08-06T18:23:00.000Z,1,20
P001379,A008506,576,2024-08-06T18:00:00.000Z,2024-08-06T21:22:00.000Z,6,25
P001380,A007982,321,2024-08-06T18:00:00.000Z,2024-08-06T19:57:00.000Z,6,18
P001381,A001943,249,2024-08-06T18:00:00.000Z,2024-08-06T21:57:00.000Z,13,47
P001382,A001565,1467,2024-08-06T18:00:00.000Z,2024-08-06T19:26:00.000Z,13,21
P001383,A000396,641,2024-08-07T18:00:00.000Z,2024-08-07T19:43:00.000Z,15,51
P001384,A004037,1020,2024-08-07T18:00:00.000Z,2024-08-07T20:37:00.000Z,11,14
P001385,A008169,73,2024-08-07T18:00:00.000Z,2024-08-07T19:25:00.000Z,6,24
P001386,A010362,204,2024-08-07T18:00:00.000Z,2024-08-07T20:36:00.000Z,4,45
P001387,A005308,2151,2024-08-07T18:00:00.000Z,2024-08-07T19:44:00.000Z,9,18
P001388,A011668,202,2024-08-07T18:00:00.000Z,2024-08-07T20:00:00.000Z,2,42
P001389,A002433,552,2024-08-07T18:00:00.000Z,2024-08-07T19:50:00.000Z,12,47
P001390,A003557,337,2024-08-07T18:00:00.000Z,2024-08-07T20:45:00.000Z,11,50
P001391,A005382,278,2024-08-07T18:00:00.000Z,2024-08-07T20:47:00.000Z,9,33
P001392,A000903,9706,2024-08-07T18:00:00.000Z,2024-08-07T21:11:00.000Z,14,18
P001393,A012552,927,2024-08-07T18:00:00.000Z,2024-08-07T18:17:00.000Z,1,20
P001394,A008565,2147,2024-08-07T18:00:00.000Z,2024-08-07T21:55:00.000Z,6,6
P001395,A000053,220,2024-08-07T18:00:00.000Z,2024-08-07T18:30:00.000Z,15,34
P001396,A004567,343,2024-08-07T18:00:00.000Z,2024-08-07T21:23:00.000Z,10,21
P001397,A000267,748,2024-08-07T18:00:00.000Z,2024-08-07T20:17:00.000Z,15,45
P001398,A002123,251,2024-08-07T18:00:00.000Z,2024-08-07T19:49:00.000Z,13,29
P001399,A001949,557,2024-08-07T18:00:00.000Z,2024-08-07T19:44:00.000Z,13,27
P001400,A001822,606,2024-08-07T18:00:00.000Z,2024-08-07T19:49:00.000Z,13,16
P001401,A006867,45,2024-08-07T18:00:00.000Z,2024-08-07T20:38:00.000Z,8,37
P001402,A001692,1493,2024-08-08T18:00:00.000Z,2024-08-08T19:58:00.000Z,13,38
P001403,A007117,27,2024-08-08T18:00:00.000Z,2024-08-08T18:11:00.000Z,7,50
P001404,A002797,4052,2024-08-08T18:00:00.000Z,2024-08-08T20:09:00.000Z,12,21
P001405,A003789,726,2024-08-08T18:00:00.000Z,2024-08-08T21:01:00.000Z,11,13
P001406,A003544,912,2024-08-08T18:00:00.000Z,2024-08-08T21:48:00.000Z,11,50
P001407,A005232,218,2024-08-08T18:00:00.000Z,2024-08-08T20:33:00.000Z,9,19
P001408,A010245,579,2024-08-08T18:00:00.000Z,2024-08-08T20:23:00.000Z,4,42
P001409,A012248,2057,2024-08-08T18:00:00.000Z,2024-08-08T21:00:00.000Z,2,10
P001410,A001298,1973,2024-08-08T18:00:00.000Z,2024-08-08T19:39:00.000Z,14,36
P001411,A000081,1253,2024-08-08T18:00:00.000Z,2024-08-08T19:12:00.000Z,15,26
P001412,A010375,1370,2024-08-08T18:00:00.000Z,2024-08-08T21:22:00.000Z,4,50
P001413,A004222,315,2024-08-08T18:00:00.000Z,2024-08-08T18:56:00.000Z,10,36
P001414,A005324,245,2024-08-08T18:00:00.000Z,2024-08-08T18:37:00.000Z,9,21
P001415,A004291,391,2024-08-08T18:00:00.000Z,2024-08-08T21:37:00.000Z,10,40
P001416,A005454,480,2024-08-08T18:00:00.000Z,2024-08-08T19:26:00.000Z,9,18
P001417,A006537,2281,2024-08-08T18:00:00.000Z,2024-08-08T21:23:00.000Z,8,18
P001418,A008248,92,2024-08-08T18:00:00.000Z,2024-08-08T21:17:00.000Z,6,27
P001419,A007457,390,2024-08-08T18:00:00.000Z,2024-08-08T18:10:00.000Z,7,49
P001420,A011166,2599,2024-08-08T18:00:00.000Z,2024-08-08T21:31:00.000Z,3,9
P001421,A006011,63,2024-08-08T18:00:00.000Z,2024-08-08T18:36:00.000Z,9,51
P001422,A005341,120,2024-08-08T18:00:00.000Z,2024-08-08T21:35:00.000Z,9,45
P001423,A002770,17526,2024-08-08T18:00:00.000Z,2024-08-08T21:57:00.000Z,12,13
P001424,A005482,64,2024-08-08T18:00:00.000Z,2024-08-08T20:26:00.000Z,9,28
P001425,A008564,3784,2024-08-08T18:00:00.000Z,2024-08-08T19:59:00.000Z,6,6
P001426,A003762,2723,2024-08-08T18:00:00.000Z,2024-08-08T18:35:00.000Z,11,25
P001427,A004434,167,2024-08-08T18:00:00.000Z,2024-08-08T18:14:00.000Z,10,39
P001428,A000081,1148,2024-08-09T18:00:00.000Z,2024-08-09T19:28:00.000Z,15,26
P001429,A006049,244,2024-08-09T18:00:00.000Z,2024-08-09T18:06:00.000Z,9,50
P001430,A009150,926,2024-08-09T18:00:00.000Z,2024-08-09T20:26:00.000Z,5,26
P001431,A009288,74,2024-08-09T18:00:00.000Z,2024-08-09T20:30:00.000Z,5,52
P001432,A002958,330,2024-08-09T18:00:00.000Z,2024-08-09T19:33:00.000Z,12,50
P001433,A006761,1324,2024-08-09T18:00:00.000Z,2024-08-09T19:16:00.000Z,8,23
P001434,A009878,112,2024-08-09T18:00:00.000Z,2024-08-09T20:36:00.000Z,4,45
P001435,A011982,82,2024-08-09T18:00:00.000Z,2024-08-09T19:21:00.000Z,2,40
P001436,A005147,615,2024-08-09T18:00:00.000Z,2024-08-09T18:42:00.000Z,10,14
P001437,A007082,106,2024-08-09T18:00:00.000Z,2024-08-09T20:56:00.000Z,7,43
P001438,A004536,1480,2024-08-09T18:00:00.000Z,2024-08-09T20:19:00.000Z,10,17
P001439,A008354,119,2024-08-09T18:00:00.000Z,2024-08-09T21:38:00.000Z,6,43
P001440,A012379,1497,2024-08-09T18:00:00.000Z,2024-08-09T20:09:00.000Z,2,14
P001441,A004548,1721,2024-08-09T18:00:00.000Z,2024-08-09T18:28:00.000Z,10,15
P001442,A002054,449,2024-08-09T18:00:00.000Z,2024-08-09T18:36:00.000Z,13,32
P001443,A002705,1373,2024-08-09T18:00:00.000Z,2024-08-09T19:48:00.000Z,12,29
P001444,A003637,127,2024-08-09T18:00:00.000Z,2024-08-09T18:22:00.000Z,11,21
P001445,A003165,2646,2024-08-09T18:00:00.000Z,2024-08-09T18:31:00.000Z,12,21
P001446,A007416,56,2024-08-09T18:00:00.000Z,2024-08-09T20:22:00.000Z,7,17
P001447,A002710,277,2024-08-09T18:00:00.000Z,2024-08-09T21:38:00.000Z,12,31
P001448,A010618,143,2024-08-09T18:00:00.000Z,2024-08-09T18:13:00.000Z,4,10
P001449,A005118,1670,2024-08-09T18:00:00.000Z,2024-08-09T20:17:00.000Z,10,13
P001450,A009269,198,2024-08-09T18:00:00.000Z,2024-08-09T21:08:00.000Z,5,27
P001451,A000687,477,2024-08-10T18:00:00.000Z,2024-08-10T18:58:00.000Z,15,40
P001452,A000008,1306,2024-08-10T18:00:00.000Z,2024-08-10T21:56:00.000Z,15,48
P001453,A010068,422,2024-08-10T18:00:00.000Z,2024-08-10T19:45:00.000Z,4,8
P001454,A000405,1433,2024-08-10T18:00:00.000Z,2024-08-10T19:06:00.000Z,15,36
P001455,A004903,1079,2024-08-10T18:00:00.000Z,2024-08-10T19:29:00.000Z,10,50
P001456,A006049,307,2024-08-10T18:00:00.000Z,2024-08-10T18:09:00.000Z,9,50
P001457,A001356,1061,2024-08-10T18:00:00.000Z,2024-08-10T19:40:00.000Z,14,41
P001458,A004717,78,2024-08-10T18:00:00.000Z,2024-08-10T18:07:00.000Z,10,45
P001459,A006810,1754,2024-08-10T18:00:00.000Z,2024-08-10T19:32:00.000Z,8,19
P001460,A011322,222,2024-08-10T18:00:00.000Z,2024-08-10T19:44:00.000Z,3,9
P001461,A004523,228,2024-08-10T18:00:00.000Z,2024-08-10T21:58:00.000Z,10,46
P001462,A004101,256,2024-08-10T18:00:00.000Z,2024-08-10T18:12:00.000Z,11,48
P001463,A008344,1462,2024-08-10T18:00:00.000Z,2024-08-10T19:35:00.000Z,6,12
P001464,A002152,122,2024-08-10T18:00:00.000Z,2024-08-10T19:19:00.000Z,13,31
P001465,A013020,25,2024-08-10T18:00:00.000Z,2024-08-10T20:22:00.000Z,1,40
P001466,A012958,717,2024-08-10T18:00:00.000Z,2024-08-10T19:02:00.000Z,1,50
P001467,A004057,3045,2024-08-10T18:00:00.000Z,2024-08-10T19:43:00.000Z,11,36
P001468,A003682,22679,2024-08-10T18:00:00.000Z,2024-08-10T19:13:00.000Z,11,13
P001469,A005200,682,2024-08-10T18:00:00.000Z,2024-08-10T21:12:00.000Z,9,19
P001470,A000033,6949,2024-08-10T18:00:00.000Z,2024-08-10T19:04:00.000Z,15,18
P001471,A001543,2483,2024-08-10T18:00:00.000Z,2024-08-10T18:39:00.000Z,14,25
P001472,A005031,808,2024-08-10T18:00:00.000Z,2024-08-10T20:23:00.000Z,10,36
P001473,A004548,1435,2024-08-10T18:00:00.000Z,2024-08-10T18:51:00.000Z,10,15
P001474,A010834,254,2024-08-10T18:00:00.000Z,2024-08-10T21:50:00.000Z,3,28
P001475,A005616,310,2024-08-10T18:00:00.000Z,2024-08-10T20:09:00.000Z,9,52
P001476,A008267,70,2024-08-10T18:00:00.000Z,2024-08-10T18:38:00.000Z,6,51
P001477,A013102,95,2024-08-10T18:00:00.000Z,2024-08-10T21:04:00.000Z,1,25
P001478,A002532,453,2024-08-10T18:00:00.000Z,2024-08-10T19:44:00.000Z,13,28
P001479,A010486,39,2024-08-10T18:00:00.000Z,2024-08-10T19:42:00.000Z,4,34
P001480,A005308,1893,2024-08-11T18:00:00.000Z,2024-08-11T19:34:00.000Z,9,18
P001481,A010252,187,2024-08-11T18:00:00.000Z,2024-08-11T18:01:00.000Z,4,47
P001482,A001180,16300,2024-08-11T18:00:00.000Z,2024-08-11T20:25:00.000Z,14,15
P001483,A003259,397,2024-08-11T18:00:00.000Z,2024-08-11T18:19:00.000Z,12,45
P001484,A003822,160,2024-08-11T18:00:00.000Z,2024-08-11T19:30:00.000Z,10,38
P001485,A007717,96,2024-08-11T18:00:00.000Z,2024-08-11T19:10:00.000Z,7,35
P001486,A003747,7008,2024-08-11T18:00:00.000Z,2024-08-11T18:54:00.000Z,11,16
P001487,A007732,70,2024-08-11T18:00:00.000Z,2024-08-11T21:21:00.000Z,7,29
P001488,A005350,32,2024-08-11T18:00:00.000Z,2024-08-11T19:40:00.000Z,9,40
P001489,A001395,2980,2024-08-11T18:00:00.000Z,2024-08-11T20:15:00.000Z,13,27
P001490,A011476,667,2024-08-11T18:00:00.000Z,2024-08-11T18:17:00.000Z,3,10
P001491,A005862,122,2024-08-11T18:00:00.000Z,2024-08-11T21:24:00.000Z,9,49
P001492,A003176,1567,2024-08-12T18:00:00.000Z,2024-08-12T20:30:00.000Z,11,25
P001493,A003859,678,2024-08-12T18:00:00.000Z,2024-08-12T21:58:00.000Z,11,45
P001494,A011668,348,2024-08-12T18:00:00.000Z,2024-08-12T20:17:00.000Z,3,42
P001495,A001356,901,2024-08-12T18:00:00.000Z,2024-08-12T20:05:00.000Z,14,41
P001496,A004717,72,2024-08-12T18:00:00.000Z,2024-08-12T21:18:00.000Z,10,45
P001497,A013128,294,2024-08-12T18:00:00.000Z,2024-08-12T18:40:00.000Z,1,35
P001498,A005830,817,2024-08-12T18:00:00.000Z,2024-08-12T20:22:00.000Z,9,21
P001499,A006669,171,2024-08-12T18:00:00.000Z,2024-08-12T21:52:00.000Z,8,26
P001500,A001795,26145,2024-08-12T18:00:00.000Z,2024-08-12T21:18:00.000Z,13,13
P001501,A002932,2982,2024-08-12T18:00:00.000Z,2024-08-12T19:11:00.000Z,12,19
P001502,A006253,388,2024-08-12T18:00:00.000Z,2024-08-12T20:42:00.000Z,8,39
P001503,A007784,94,2024-08-12T18:00:00.000Z,2024-08-12T21:58:00.000Z,7,45
P001504,A008700,108,2024-08-12T18:00:00.000Z,2024-08-12T19:13:00.000Z,6,38
P001505,A008889,13086,2024-08-12T18:00:00.000Z,2024-08-12T20:34:00.000Z,6,7
P001506,A009793,162,2024-08-12T18:00:00.000Z,2024-08-12T21:23:00.000Z,5,28
P001507,A011014,156,2024-08-12T18:00:00.000Z,2024-08-12T20:11:00.000Z,3,30
P001508,A006928,234,2024-08-12T18:00:00.000Z,2024-08-12T18:49:00.000Z,8,37
P001509,A005233,135,2024-08-13T18:00:00.000Z,2024-08-13T19:45:00.000Z,10,36
P001510,A000152,1199,2024-08-13T18:00:00.000Z,2024-08-13T21:35:00.000Z,15,35
P001511,A007820,201,2024-08-13T18:00:00.000Z,2024-08-13T19:30:00.000Z,7,49
P001512,A001706,807,2024-08-13T18:00:00.000Z,2024-08-13T18:01:00.000Z,14,44
P001513,A003030,289,2024-08-13T18:00:00.000Z,2024-08-13T19:51:00.000Z,12,48
P001514,A009541,1658,2024-08-13T18:00:00.000Z,2024-08-13T21:55:00.000Z,5,28
P001515,A012720,254,2024-08-13T18:00:00.000Z,2024-08-13T20:15:00.000Z,1,9
P001516,A009223,90,2024-08-13T18:00:00.000Z,2024-08-13T20:18:00.000Z,5,39
P001517,A012958,512,2024-08-13T18:00:00.000Z,2024-08-13T18:49:00.000Z,1,50
P001518,A002505,480,2024-08-13T18:00:00.000Z,2024-08-13T18:03:00.000Z,13,42
P001519,A003263,272,2024-08-13T18:00:00.000Z,2024-08-13T19:32:00.000Z,12,29
P001520,A009059,4779,2024-08-13T18:00:00.000Z,2024-08-13T21:12:00.000Z,6,12
P001521,A003826,8040,2024-08-13T18:00:00.000Z,2024-08-13T21:28:00.000Z,11,19
P001522,A004299,114,2024-08-13T18:00:00.000Z,2024-08-13T18:32:00.000Z,11,26
P001523,A005782,250,2024-08-13T18:00:00.000Z,2024-08-13T19:51:00.000Z,9,26
P001524,A006667,607,2024-08-13T18:00:00.000Z,2024-08-13T19:29:00.000Z,8,11
P001525,A003392,2372,2024-08-13T18:00:00.000Z,2024-08-13T19:19:00.000Z,12,20
P001526,A000974,192,2024-08-13T18:00:00.000Z,2024-08-13T19:19:00.000Z,14,45
P001527,A005345,469,2024-08-13T18:00:00.000Z,2024-08-13T19:45:00.000Z,10,44
P001528,A005676,288,2024-08-13T18:00:00.000Z,2024-08-13T18:22:00.000Z,9,26
P001529,A008570,249,2024-08-13T18:00:00.000Z,2024-08-13T20:07:00.000Z,6,29
P001530,A007988,578,2024-08-13T18:00:00.000Z,2024-08-13T19:41:00.000Z,7,48
P001531,A000063,2245,2024-08-13T18:00:00.000Z,2024-08-13T19:07:00.000Z,15,25
P001532,A000321,348,2024-08-13T18:00:00.000Z,2024-08-13T18:25:00.000Z,15,43
P001533,A001341,1129,2024-08-13T18:00:00.000Z,2024-08-13T20:50:00.000Z,14,36
P001534,A005926,398,2024-08-13T18:00:00.000Z,2024-08-13T19:15:00.000Z,9,44
P001535,A003489,516,2024-08-14T18:00:00.000Z,2024-08-14T19:56:00.000Z,12,38
P001536,A008054,710,2024-08-14T18:00:00.000Z,2024-08-14T20:22:00.000Z,7,21
P001537,A013511,870,2024-08-14T18:00:00.000Z,2024-08-14T21:38:00.000Z,1,5
P001538,A012248,1829,2024-08-14T18:00:00.000Z,2024-08-14T18:46:00.000Z,2,10
P001539,A005639,430,2024-08-14T18:00:00.000Z,2024-08-14T19:16:00.000Z,9,32
P001540,A007819,187,2024-08-14T18:00:00.000Z,2024-08-14T19:28:00.000Z,7,45
P001541,A000532,1117,2024-08-14T18:00:00.000Z,2024-08-14T19:38:00.000Z,15,29
P001542,A002324,63,2024-08-14T18:00:00.000Z,2024-08-14T20:04:00.000Z,13,48
P001543,A007579,1436,2024-08-14T18:00:00.000Z,2024-08-14T18:11:00.000Z,7,13
P001544,A001531,300,2024-08-14T18:00:00.000Z,2024-08-14T20:40:00.000Z,14,42
P001545,A008732,55,2024-08-14T18:00:00.000Z,2024-08-14T19:20:00.000Z,6,48
P001546,A003563,24,2024-08-14T18:00:00.000Z,2024-08-14T19:57:00.000Z,12,49
P001547,A006133,619,2024-08-14T18:00:00.000Z,2024-08-14T18:33:00.000Z,9,19
P001548,A007668,2027,2024-08-14T18:00:00.000Z,2024-08-14T19:30:00.000Z,7,26
P001549,A006497,114,2024-08-14T18:00:00.000Z,2024-08-14T19:29:00.000Z,8,46
P001550,A005308,1227,2024-08-15T18:00:00.000Z,2024-08-15T20:22:00.000Z,10,18
P001551,A004595,577,2024-08-15T18:00:00.000Z,2024-08-15T20:20:00.000Z,11,36
P001552,A007002,84,2024-08-15T18:00:00.000Z,2024-08-15T19:02:00.000Z,8,45
P001553,A004334,136,2024-08-15T18:00:00.000Z,2024-08-15T18:05:00.000Z,11,47
P001554,A001914,504,2024-08-15T18:00:00.000Z,2024-08-15T22:00:00.000Z,14,33
P001555,A007826,140,2024-08-15T18:00:00.000Z,2024-08-15T19:02:00.000Z,7,43
P001556,A001189,1928,2024-08-15T18:00:00.000Z,2024-08-15T20:47:00.000Z,14,33
P001557,A002148,435,2024-08-15T18:00:00.000Z,2024-08-15T19:46:00.000Z,12,19
P001558,A010686,95,2024-08-15T18:00:00.000Z,2024-08-15T20:32:00.000Z,4,36
P001559,A001641,8826,2024-08-15T18:00:00.000Z,2024-08-15T20:33:00.000Z,14,15
P001560,A009949,128,2024-08-15T18:00:00.000Z,2024-08-15T21:22:00.000Z,5,28
P001561,A002172,2052,2024-08-15T18:00:00.000Z,2024-08-15T21:39:00.000Z,13,52
P001562,A001943,185,2024-08-15T18:00:00.000Z,2024-08-15T18:33:00.000Z,14,47
P001563,A006372,156,2024-08-15T18:00:00.000Z,2024-08-15T21:43:00.000Z,9,46
P001564,A010549,637,2024-08-15T18:00:00.000Z,2024-08-15T18:06:00.000Z,4,46
P001565,A005616,303,2024-08-15T18:00:00.000Z,2024-08-15T20:28:00.000Z,9,52
P001566,A008267,95,2024-08-15T18:00:00.000Z,2024-08-15T21:44:00.000Z,7,51
P001567,A010844,5977,2024-09-01T18:00:00.000Z,2024-09-01T21:24:00.000Z,5,10
P001568,A004101,233,2024-09-01T18:00:00.000Z,2024-09-01T19:04:00.000Z,12,48
P001569,A002861,1933,2024-09-01T18:00:00.000Z,2024-09-01T18:57:00.000Z,14,52
P001570,A011863,52,2024-09-01T18:00:00.000Z,2024-09-01T21:06:00.000Z,4,49
P001571,A005658,832,2024-09-01T18:00:00.000Z,2024-09-01T22:00:00.000Z,10,11
P001572,A006415,3143,2024-09-01T18:00:00.000Z,2024-09-01T20:28:00.000Z,10,12
P001573,A002564,1589,2024-09-01T18:00:00.000Z,2024-09-01T19:19:00.000Z,14,36
P001574,A007908,15376,2024-09-01T18:00:00.000Z,2024-09-01T20:49:00.000Z,8,11
P001575,A010391,950,2024-09-01T18:00:00.000Z,2024-09-01T19:46:00.000Z,5,21
P001576,A000663,204,2024-09-01T18:00:00.000Z,2024-09-01T19:41:00.000Z,16,42
P001577,A010991,468,2024-09-01T18:00:00.000Z,2024-09-01T19:21:00.000Z,5,8
P001578,A001154,896,2024-09-01T18:00:00.000Z,2024-09-01T20:56:00.000Z,16,36
P001579,A001335,4227,2024-09-01T18:00:00.000Z,2024-09-01T21:01:00.000Z,15,31
P001580,A007988,503,2024-09-01T18:00:00.000Z,2024-09-01T20:20:00.000Z,8,48
P001581,A007681,293,2024-09-01T18:00:00.000Z,2024-09-01T21:03:00.000Z,8,24
P001582,A001398,557,2024-09-01T18:00:00.000Z,2024-09-01T19:22:00.000Z,15,40
P001583,A011138,142,2024-09-02T18:00:00.000Z,2024-09-02T21:02:00.000Z,5,48
P001584,A004585,371,2024-09-02T18:00:00.000Z,2024-09-02T21:16:00.000Z,12,20
P001585,A010362,276,2024-09-02T18:00:00.000Z,2024-09-02T21:38:00.000Z,5,45
P001586,A006164,1425,2024-09-02T18:00:00.000Z,2024-09-02T22:00:00.000Z,10,14
P001587,A014213,69,2024-09-02T18:00:00.000Z,2024-09-02T20:48:00.000Z,1,35
P001588,A001356,901,2024-09-02T18:00:00.000Z,2024-09-02T21:39:00.000Z,15,41
P001589,A004717,88,2024-09-02T18:00:00.000Z,2024-09-02T19:20:00.000Z,12,45
P001590,A009541,1303,2024-09-02T18:00:00.000Z,2024-09-02T19:45:00.000Z,6,28
P001591,A012720,374,2024-09-02T18:00:00.000Z,2024-09-02T19:10:00.000Z,3,9
P001592,A007896,388,2024-09-02T18:00:00.000Z,2024-09-02T21:20:00.000Z,8,50
P001593,A010980,766,2024-09-02T18:00:00.000Z,2024-09-02T18:18:00.000Z,5,12
P001594,A003149,2876,2024-09-02T18:00:00.000Z,2024-09-02T20:27:00.000Z,13,16
P001595,A009447,482,2024-09-02T18:00:00.000Z,2024-09-02T20:27:00.000Z,6,44
P001596,A000436,1276,2024-09-02T18:00:00.000Z,2024-09-02T21:36:00.000Z,16,48
P001597,A002650,486,2024-09-02T18:00:00.000Z,2024-09-02T21:00:00.000Z,14,44
P001598,A005345,518,2024-09-02T18:00:00.000Z,2024-09-02T21:13:00.000Z,11,44
P001599,A011232,292,2024-09-02T18:00:00.000Z,2024-09-02T18:28:00.000Z,4,36
P001600,A008891,304,2024-09-02T18:00:00.000Z,2024-09-02T20:26:00.000Z,7,34
P001601,A002119,11775,2024-09-02T18:00:00.000Z,2024-09-02T19:34:00.000Z,15,16
P001602,A004567,378,2024-09-02T18:00:00.000Z,2024-09-02T21:07:00.000Z,12,21
P001603,A002713,86,2024-09-02T18:00:00.000Z,2024-09-02T20:54:00.000Z,14,49
P001604,A013639,184,2024-09-03T18:00:00.000Z,2024-09-03T20:35:00.000Z,2,52
P001605,A003924,667,2024-09-03T18:00:00.000Z,2024-09-03T19:28:00.000Z,13,30
P001606,A007243,670,2024-09-03T18:00:00.000Z,2024-09-03T20:26:00.000Z,9,46
P001607,A003720,10556,2024-09-03T18:00:00.000Z,2024-09-03T19:02:00.000Z,12,14
P001608,A010790,1072,2024-09-03T18:00:00.000Z,2024-09-03T21:34:00.000Z,5,5
P001609,A006162,415,2024-09-03T18:00:00.000Z,2024-09-03T21:55:00.000Z,10,35
P001610,A001136,383,2024-09-03T18:00:00.000Z,2024-09-03T19:20:00.000Z,16,51
P001611,A002152,162,2024-09-03T18:00:00.000Z,2024-09-03T18:08:00.000Z,15,31
P001612,A002382,14173,2024-09-03T18:00:00.000Z,2024-09-03T18:47:00.000Z,14,15
P001613,A005514,224,2024-09-03T18:00:00.000Z,2024-09-03T19:26:00.000Z,10,31
P001614,A006471,87,2024-09-03T18:00:00.000Z,2024-09-03T21:53:00.000Z,10,38
P001615,A006537,1486,2024-09-03T18:00:00.000Z,2024-09-03T18:37:00.000Z,10,18
P001616,A007026,4890,2024-09-03T18:00:00.000Z,2024-09-03T21:48:00.000Z,9,16
P001617,A009968,325,2024-09-03T18:00:00.000Z,2024-09-03T21:47:00.000Z,6,48
P001618,A002981,10930,2024-09-03T18:00:00.000Z,2024-09-03T18:42:00.000Z,13,17
P001619,A003749,982,2024-09-03T18:00:00.000Z,2024-09-03T20:42:00.000Z,13,38
P001620,A007394,417,2024-09-03T18:00:00.000Z,2024-09-03T21:23:00.000Z,9,31
P001621,A000433,2082,2024-09-03T18:00:00.000Z,2024-09-03T21:37:00.000Z,16,28
P001622,A003164,1850,2024-09-03T18:00:00.000Z,2024-09-03T19:20:00.000Z,13,28
P001623,A004557,58,2024-09-03T18:00:00.000Z,2024-09-03T21:52:00.000Z,12,23
P001624,A000457,1919,2024-09-03T18:00:00.000Z,2024-09-03T19:06:00.000Z,16,50
P001625,A003227,208,2024-09-03T18:00:00.000Z,2024-09-03T19:30:00.000Z,13,33
P001626,A000275,857,2024-09-04T18:00:00.000Z,2024-09-04T18:02:00.000Z,17,39
P001627,A007185,92,2024-09-04T18:00:00.000Z,2024-09-04T18:05:00.000Z,9,49
P001628,A005074,570,2024-09-04T18:00:00.000Z,2024-09-04T19:49:00.000Z,11,18
P001629,A013836,129,2024-09-04T18:00:00.000Z,2024-09-04T18:37:00.000Z,2,38
P001630,A007575,456,2024-09-04T18:00:00.000Z,2024-09-04T18:44:00.000Z,9,24
P001631,A014265,25,2024-09-04T18:00:00.000Z,2024-09-04T20:40:00.000Z,1,42
P001632,A001307,526,2024-09-04T18:00:00.000Z,2024-09-04T21:00:00.000Z,16,39
P001633,A006289,203,2024-09-04T18:00:00.000Z,2024-09-04T21:37:00.000Z,10,38
P001634,A000890,1088,2024-09-04T18:00:00.000Z,2024-09-04T18:05:00.000Z,16,50
P001635,A010455,810,2024-09-04T18:00:00.000Z,2024-09-04T21:04:00.000Z,5,39
P001636,A010686,125,2024-09-04T18:00:00.000Z,2024-09-04T18:49:00.000Z,5,36
P001637,A008300,224,2024-09-04T18:00:00.000Z,2024-09-04T21:50:00.000Z,8,48
P001638,A003570,3582,2024-09-04T18:00:00.000Z,2024-09-04T18:45:00.000Z,13,24
P001639,A002637,6214,2024-09-04T18:00:00.000Z,2024-09-04T21:58:00.000Z,14,21
P001640,A003384,125,2024-09-04T18:00:00.000Z,2024-09-04T21:56:00.000Z,13,32
P001641,A009968,317,2024-09-04T18:00:00.000Z,2024-09-04T21:27:00.000Z,6,48
