id,clientId,salary,requestedAmount,creditApproved,annualPercentageRate,periodsPerYear,periodsTotal,requestAt,approved,approvedAt,rejected,rejectedAt,reason
A009832,C1637,37160,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:08:00.000Z,NOT APPROVED
A009833,C1656,84178,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T18:42:00.000Z,NOT APPROVED
A009834,C1669,14604,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:07:00.000Z,NOT APPROVED
A009835,C1693,80941,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T19:43:00.000Z,NOT APPROVED
A009836,C1698,15566,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T18:31:00.000Z,NOT APPROVED
A009837,C1719,55786,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:42:00.000Z,MAX OF CREDITS
A009838,C1726,62930,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T19:32:00.000Z,NOT APPROVED
A009839,C1735,29426,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:45:00.000Z,NOT APPROVED
A009840,C1743,51565,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T18:49:00.000Z,NOT APPROVED
A009841,C1745,63309,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:02:00.000Z,MAX OF CREDITS
A009842,C1767,48599,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T18:37:00.000Z,NOT APPROVED
A009843,C1769,55570,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:35:00.000Z,CREDIT LIMIT EXCEED
A009844,C1809,54469,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T20:24:00.000Z,NOT APPROVED
A009845,C1840,9777,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T19:47:00.000Z,NOT APPROVED
A009846,C1842,16460,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:24:00.000Z,CREDIT LIMIT EXCEED
A009847,C1848,34761,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:13:00.000Z,CREDIT LIMIT EXCEED
A009848,C1870,59251,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:02:00.000Z,NOT APPROVED
A009849,C1881,16686,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T19:39:00.000Z,NOT APPROVED
A009850,C1950,47137,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T19:49:00.000Z,MAX OF CREDITS
A009851,C1955,56173,2169,1775,0.14,24,38,2024-06-11T18:00:00.000Z,true,2024-06-11T18:37:00.000Z,false,null,null
A009852,C1970,18696,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:52:00.000Z,NOT APPROVED
A009853,C1973,15076,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T21:02:00.000Z,NOT APPROVED
A009854,C1988,42419,0,0,0,0,0,2024-06-11T18:00:00.000Z,false,null,true,2024-06-11T19:31:00.000Z,NOT APPROVED
A009855,C1001,27656,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:53:00.000Z,NOT APPROVED
A009856,C1015,44187,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:46:00.000Z,NOT APPROVED
A009857,C1026,27626,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:52:00.000Z,NOT APPROVED
A009858,C1078,56521,16606,15205,0.13,24,17,2024-06-12T18:00:00.000Z,true,2024-06-12T21:52:00.000Z,false,null,null
A009859,C1080,34572,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:09:00.000Z,NOT APPROVED
A009860,C1086,45248,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:33:00.000Z,NOT APPROVED
A009861,C1135,38694,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:32:00.000Z,NOT APPROVED
A009862,C1141,60599,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:11:00.000Z,NOT APPROVED
A009863,C1159,48167,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:13:00.000Z,NOT APPROVED
A009864,C1164,36405,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:48:00.000Z,NOT APPROVED
A009865,C1168,49616,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:33:00.000Z,NOT APPROVED
A009866,C1205,29217,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:20:00.000Z,NOT APPROVED
A009867,C1206,74471,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:54:00.000Z,NOT APPROVED
A009868,C1213,31746,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:38:00.000Z,NOT APPROVED
A009869,C1218,29703,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:03:00.000Z,CREDIT LIMIT EXCEED
A009870,C1227,61212,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:53:00.000Z,CREDIT LOW
A009871,C1238,41771,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:02:00.000Z,MAX OF CREDITS
A009872,C1252,72324,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:29:00.000Z,NOT APPROVED
A009873,C1267,80636,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:34:00.000Z,NOT APPROVED
A009874,C1284,63739,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:40:00.000Z,MAX OF CREDITS
A009875,C1285,56879,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:34:00.000Z,NOT APPROVED
A009876,C1355,52389,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:59:00.000Z,NOT APPROVED
A009877,C1356,40675,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:19:00.000Z,NOT APPROVED
A009878,C1366,10139,4675,4000,0.09,24,45,2024-06-12T18:00:00.000Z,true,2024-06-12T20:52:00.000Z,false,null,null
A009879,C1392,49591,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:13:00.000Z,NOT APPROVED
A009880,C1419,53418,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:35:00.000Z,NOT APPROVED
A009881,C1420,8972,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:16:00.000Z,CLIENT REJECTS
A009882,C1426,26581,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:59:00.000Z,NOT APPROVED
A009883,C1455,68674,50731,49293,0.1,24,7,2024-06-12T18:00:00.000Z,true,2024-06-12T20:01:00.000Z,false,null,null
A009884,C1467,42484,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:04:00.000Z,NOT APPROVED
A009885,C1474,99737,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:40:00.000Z,NOT APPROVED
A009886,C1476,21990,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:59:00.000Z,NOT APPROVED
A009887,C1503,37059,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T22:00:00.000Z,NOT APPROVED
A009888,C1511,45818,35875,34858,0.1,24,7,2024-06-12T18:00:00.000Z,true,2024-06-12T19:49:00.000Z,false,null,null
A009889,C1515,54031,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:28:00.000Z,NOT APPROVED
A009890,C1534,59323,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:56:00.000Z,CREDIT LIMIT EXCEED
A009891,C1557,46133,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:12:00.000Z,NOT APPROVED
A009892,C1559,47002,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:58:00.000Z,NOT APPROVED
A009893,C1561,36209,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:21:00.000Z,NOT APPROVED
A009894,C1583,18929,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:56:00.000Z,NOT APPROVED
A009895,C1586,97353,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:51:00.000Z,MAX OF CREDITS
A009896,C1601,45868,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:50:00.000Z,CREDIT LOW
A009897,C1654,43097,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:05:00.000Z,MAX OF CREDITS
A009898,C1655,58579,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:53:00.000Z,NOT APPROVED
A009899,C1665,43545,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:19:00.000Z,NOT APPROVED
A009900,C1687,9459,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:32:00.000Z,NOT APPROVED
A009901,C1699,57242,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:34:00.000Z,MAX OF CREDITS
A009902,C1767,48599,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:25:00.000Z,NOT APPROVED
A009903,C1801,11827,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:55:00.000Z,CLIENT REJECTS
A009904,C1809,54469,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:47:00.000Z,NOT APPROVED
A009905,C1822,32422,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:23:00.000Z,NOT APPROVED
A009906,C1823,58790,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:24:00.000Z,CREDIT LIMIT EXCEED
A009907,C1831,11805,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:26:00.000Z,NOT APPROVED
A009908,C1846,44771,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:17:00.000Z,CLIENT REJECTS
A009909,C1847,11442,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:39:00.000Z,NOT APPROVED
A009910,C1853,22391,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T20:42:00.000Z,CREDIT LIMIT EXCEED
A009911,C1856,33864,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:45:00.000Z,NOT APPROVED
A009912,C1861,23465,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T18:14:00.000Z,NOT APPROVED
A009913,C1898,28074,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:14:00.000Z,CREDIT LOW
A009914,C1915,9437,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:56:00.000Z,NOT APPROVED
A009915,C1933,46367,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:04:00.000Z,CREDIT LIMIT EXCEED
A009916,C1937,45194,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:34:00.000Z,CLIENT REJECTS
A009917,C1945,20563,2088,2042,0.06,24,9,2024-06-12T18:00:00.000Z,true,2024-06-12T20:09:00.000Z,false,null,null
A009918,C1949,34360,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:03:00.000Z,NOT APPROVED
A009919,C1954,8164,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T19:31:00.000Z,NOT APPROVED
A009920,C1965,25129,0,0,0,0,0,2024-06-12T18:00:00.000Z,false,null,true,2024-06-12T21:23:00.000Z,NOT APPROVED
A009921,C1005,9105,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:57:00.000Z,NOT APPROVED
A009922,C1007,35827,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:07:00.000Z,MAX OF CREDITS
A009923,C1061,51024,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:06:00.000Z,NOT APPROVED
A009924,C1071,43118,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:47:00.000Z,NOT APPROVED
A009925,C1092,35603,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:53:00.000Z,CREDIT LIMIT EXCEED
A009926,C1096,65267,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:42:00.000Z,MAX OF CREDITS
A009927,C1112,19174,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:06:00.000Z,CREDIT LIMIT EXCEED
A009928,C1113,36215,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:21:00.000Z,NOT APPROVED
A009929,C1139,17900,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:40:00.000Z,NOT APPROVED
A009930,C1148,9901,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:52:00.000Z,NOT APPROVED
A009931,C1153,42945,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:06:00.000Z,NOT APPROVED
A009932,C1188,36638,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:43:00.000Z,NOT APPROVED
A009933,C1200,32634,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:10:00.000Z,NOT APPROVED
A009934,C1211,11385,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:09:00.000Z,CLIENT REJECTS
A009935,C1246,38710,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:58:00.000Z,NOT APPROVED
A009936,C1247,65192,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:16:00.000Z,NOT APPROVED
A009937,C1277,75508,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:02:00.000Z,NOT APPROVED
A009938,C1285,56879,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:45:00.000Z,NOT APPROVED
A009939,C1286,56364,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:11:00.000Z,NOT APPROVED
A009940,C1289,35150,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:07:00.000Z,NOT APPROVED
A009941,C1302,32439,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:58:00.000Z,MAX OF CREDITS
A009942,C1303,17232,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:03:00.000Z,NOT APPROVED
A009943,C1332,24956,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:33:00.000Z,MAX OF CREDITS
A009944,C1357,28755,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:26:00.000Z,NOT APPROVED
A009945,C1377,61417,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:16:00.000Z,NOT APPROVED
A009946,C1379,58702,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:50:00.000Z,CREDIT LIMIT EXCEED
A009947,C1419,53418,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:16:00.000Z,NOT APPROVED
A009948,C1434,35658,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:20:00.000Z,NOT APPROVED
A009949,C1436,13273,3215,2940,0.08,24,28,2024-06-13T18:00:00.000Z,true,2024-06-13T20:16:00.000Z,false,null,null
A009950,C1438,33143,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:40:00.000Z,NOT APPROVED
A009951,C1441,57387,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:06:00.000Z,NOT APPROVED
A009952,C1453,61539,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:17:00.000Z,MAX OF CREDITS
A009953,C1474,99737,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:06:00.000Z,NOT APPROVED
A009954,C1487,55558,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:34:00.000Z,NOT APPROVED
A009955,C1520,72305,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:13:00.000Z,NOT APPROVED
A009956,C1525,52714,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:57:00.000Z,NOT APPROVED
A009957,C1527,60051,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:05:00.000Z,NOT APPROVED
A009958,C1536,65288,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:42:00.000Z,NOT APPROVED
A009959,C1542,31831,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:35:00.000Z,NOT APPROVED
A009960,C1546,24904,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:40:00.000Z,CLIENT REJECTS
A009961,C1549,32544,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:19:00.000Z,CLIENT REJECTS
A009962,C1554,52799,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:57:00.000Z,NOT APPROVED
A009963,C1557,46133,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:34:00.000Z,NOT APPROVED
A009964,C1572,85248,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:39:00.000Z,CREDIT LIMIT EXCEED
A009965,C1573,17750,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:49:00.000Z,NOT APPROVED
A009966,C1580,58087,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:16:00.000Z,NOT APPROVED
A009967,C1581,32257,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:54:00.000Z,NOT APPROVED
A009968,C1584,43927,13947,11819,0.09,24,48,2024-06-13T18:00:00.000Z,true,2024-06-13T19:12:00.000Z,false,null,null
A009969,C1586,97353,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:30:00.000Z,NOT APPROVED
A009970,C1593,23104,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:27:00.000Z,NOT APPROVED
A009971,C1601,45868,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:20:00.000Z,NOT APPROVED
A009972,C1608,32620,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:37:00.000Z,NOT APPROVED
A009973,C1617,26030,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:19:00.000Z,NOT APPROVED
A009974,C1630,79664,73429,69001,0.14,24,11,2024-06-13T18:00:00.000Z,true,2024-06-13T19:53:00.000Z,false,null,null
A009975,C1670,38298,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:48:00.000Z,NOT APPROVED
A009976,C1695,53755,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:41:00.000Z,MAX OF CREDITS
A009977,C1735,29426,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:16:00.000Z,NOT APPROVED
A009978,C1739,52983,5127,4857,0.07,24,19,2024-06-13T18:00:00.000Z,true,2024-06-13T19:46:00.000Z,false,null,null
A009979,C1750,60636,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:50:00.000Z,NOT APPROVED
A009980,C1757,44444,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:21:00.000Z,NOT APPROVED
A009981,C1767,48599,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:33:00.000Z,CLIENT REJECTS
A009982,C1775,39120,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:05:00.000Z,NOT APPROVED
A009983,C1781,8987,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:38:00.000Z,NOT APPROVED
A009984,C1785,13744,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:51:00.000Z,CREDIT LOW
A009985,C1788,72630,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:02:00.000Z,NOT APPROVED
A009986,C1797,32059,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:38:00.000Z,CLIENT REJECTS
A009987,C1812,31955,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:39:00.000Z,NOT APPROVED
A009988,C1825,48487,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:17:00.000Z,NOT APPROVED
A009989,C1850,8753,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:18:00.000Z,CLIENT REJECTS
A009990,C1854,73989,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:06:00.000Z,NOT APPROVED
A009991,C1857,12720,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:26:00.000Z,NOT APPROVED
A009992,C1859,59854,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:20:00.000Z,NOT APPROVED
A009993,C1862,44955,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:40:00.000Z,CREDIT LIMIT EXCEED
A009994,C1872,57692,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:46:00.000Z,NOT APPROVED
A009995,C1876,22892,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:38:00.000Z,CREDIT LIMIT EXCEED
A009996,C1885,13675,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:49:00.000Z,NOT APPROVED
A009997,C1904,70754,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:40:00.000Z,MAX OF CREDITS
A009998,C1929,73415,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T21:10:00.000Z,CLIENT REJECTS
A009999,C1930,74026,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T20:41:00.000Z,MAX OF CREDITS
A010000,C1941,28395,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:59:00.000Z,NOT APPROVED
A010001,C1955,56173,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:18:00.000Z,MAX OF CREDITS
A010002,C1963,71168,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T18:37:00.000Z,NOT APPROVED
A010003,C1969,33573,0,0,0,0,0,2024-06-13T18:00:00.000Z,false,null,true,2024-06-13T19:21:00.000Z,NOT APPROVED
A010004,C1008,8279,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T18:50:00.000Z,CREDIT LIMIT EXCEED
A010005,C1025,24727,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:05:00.000Z,NOT APPROVED
A010006,C1041,40057,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:14:00.000Z,NOT APPROVED
A010007,C1049,39635,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:51:00.000Z,NOT APPROVED
A010008,C1089,72519,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:01:00.000Z,MAX OF CREDITS
A010009,C1090,45460,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:29:00.000Z,NOT APPROVED
A010010,C1093,77986,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:19:00.000Z,MAX OF CREDITS
A010011,C1107,25149,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:47:00.000Z,NOT APPROVED
A010012,C1128,67924,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:20:00.000Z,MAX OF CREDITS
A010013,C1141,60599,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T19:49:00.000Z,NOT APPROVED
A010014,C1142,9441,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T18:25:00.000Z,NOT APPROVED
A010015,C1157,72910,3976,3636,0.07,24,32,2024-06-14T18:00:00.000Z,true,2024-06-14T21:48:00.000Z,false,null,null
A010016,C1160,60922,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:57:00.000Z,CREDIT LIMIT EXCEED
A010017,C1161,43088,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:05:00.000Z,MAX OF CREDITS
A010018,C1170,40506,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:25:00.000Z,NOT APPROVED
A010019,C1172,39661,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T19:01:00.000Z,NOT APPROVED
A010020,C1215,31412,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:50:00.000Z,NOT APPROVED
A010021,C1222,26432,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T18:48:00.000Z,NOT APPROVED
A010022,C1225,44419,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T19:00:00.000Z,NOT APPROVED
A010023,C1248,31926,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T19:45:00.000Z,NOT APPROVED
A010024,C1310,59554,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:47:00.000Z,NOT APPROVED
A010025,C1321,40224,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:32:00.000Z,CREDIT LOW
A010026,C1332,24956,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T20:39:00.000Z,MAX OF CREDITS
A010027,C1339,36822,0,0,0,0,0,2024-06-14T18:00:00.000Z,false,null,true,2024-06-14T21:27:00.000Z,NOT APPROVED
